Location,link,writer,time,text
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUjheFPvaF7QA6D1DW6edbplq7XZB97xyiIaH7o0dfOLkXLjB9v=w43-h43-p-rp-mo-br100,Regular everyday guy,8 months ago,"How do the doctors in this psych ward still have their licenses? Looking at you - Dr. Yan. ""Sorry, your problems are your problems, here is three Ativan, good bye.""  Then when I protested that she is putting me in danger she said I can go to another place if I don't like it. Shameful and negligent medical practice."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKIVkX1-mWKjnD4G4t72uJlC1vTCyzcVO4zn2FyJLHOgsSDZg=w43-h43-p-rp-mo-br100,Cam MacKay,9 months ago,"I spent 9 hours in High prairie hospital then 9 hours in University hospital in edmonton.  They all do the best they can. In my experience,  too many people come to hospitals with simple flew bugs. This fills hospitals.  Emergency services …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWSTnpKscsel8gQl8YcsfR7yEPN4HXWGQ-jUZgy0qN3yUAaQ1VwSw=w43-h43-p-rp-mo-ba3-br100,Alain Daigle,a year ago,"There is only 5 stars that can be added ,whatsoever I'm adding 5 more stars . The staff is very professional, caring ,understanding and respectful.  Like most hospital in Canada ,no one's should complain about our free health care systems . …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWsoiiwjp3zMJV2VyPuXGE2m8LUxjhjd2uLSYWzbWZAW6GXipI=w43-h43-p-rp-mo-br100,Dylan Curle,a year ago,The nurse at the front desk in the ER on October 5th at quarter to 5 pm was incredibly rude. My girlfriend had cut her arm very deeply and was inquiring about the wait time for stitches and she got yelled at by the nurse for asking a simple …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocL1oOiCHXKqpQl__A-G3YwsT34btEKm8-yR0FkrbtOaQIUY1g=w43-h43-p-rp-mo-ba4-br100,Stephen Wright,a year ago,"I was on the 4th floor unit 4g3 and had the pleasure to meet these wonderful nurses and care givers. These are the most caring, sweet and compassionate people I have ever met in a hospital. You can hear the staff talking with each other and …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLK_IpTmA-kUYPZXpeG48JYJM7H2dtt_9msQHxAhOpCNwXhwA=w43-h43-p-rp-mo-br100,Ronika Lewis,a year ago,"Emergency staff were amazing.  I felt like I  was spending a day at The Hilton, except for my broken wrist.  Dr. Chad, Maya, Stella & Veronica plus so many more caring staff."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWSexo7HhoSAelsw9rAERSiS2Pg6Dm7cYTNAoxlVDlmQcvDw6YJ=w43-h43-p-rp-mo-ba4-br100,Yusoef T,5 months ago,Worst hospital ever! Have to wait for so long
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUdbaDU-Z4Utu_txFd79uAVPVcBC_1O6-iLkw4S8BNHhbH4sL7A=w43-h43-p-rp-mo-br100,Harbinder Dhaliwal,3 years ago,I was at UA hospital on 26 of July 2021 in Edmonton around 10:45 pm in the emergency with  my wife has chest pain we were waiting whole night for our turn to get in but we ended up nothing very disappointed by staff no body call us when we …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWythc2mPZ4kAw6q7qi17_9_QfMbNe1VES4H4wuy18rXgdCuPUw=w43-h43-p-rp-mo-ba2-br100,Alli Anderson,a year ago,Waited in the ER for 10 hours after having severe diarrhea and being unable to urinate. I was kicked out of the hospital ER at 2:30 a.m. before they had even finished giving me fluids. Please AVOID this ER and Dr Randal Joseph MacDonald who …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIOR2Jek1kHoo_t0NlkulHVd92o6vqWb40Xc9kyj4Xl_WKW0Q=w43-h43-p-rp-mo-br100,Jasmin Masin,a year ago,"I had to basically crawl into the Er room due to immense back pain and leg numbness. Ended up waiting 6+ hours in agony just to be told an xray for my back is too ""dangerous"". Left in the exact same amount of pain I had when I arrived to the hospital. Would not recommend anybody to go here."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJuGSkGHZe3luxpXtMHrFIvlKyJLJ15hLoQantm5BDlhneJ_A=w43-h43-p-rp-mo-ba2-br100,Tino,11 months ago,Worst experience ever!!! Not enough Bedding or Staffs. Half the time I would sleep on the bed in the hallway waiting for a room. That's how bad it was. Not to mention caught COVID from another patient. Went to Cross Cancer later. And …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLsXLuZj63Upo61GFb-Yj8o9vXyZv7ljXnE9_TdMfObCa3xNKrP=w43-h43-p-rp-mo-ba4-br100,Jes Z,a year ago,I was taking here this morning with the ambulance and after waiting for five hours with no word the doctor or nurses I went to the front desk and find out how long I have to wait to see the doctor I was told it will be another few hours my …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXS-MIRDXO8unlT3QI6xbWnDs1XAxPSABndGbMM0XQzmfxuQ9CX=w43-h43-p-rp-mo-br100,Corrina Mitchell,a year ago,"Our hospital cafeteria is an embarrassment.  Now that it's privately run the selection is minimal and prices are outrageous.  I just wanted a plain regular yogurt, but they only had a parfait. Which was half full and almost $8! I feel bad …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXWG-SNXDskxclKfu0-y3wREPon7kg_UD1G9HFCfBzib_IttjM=w43-h43-p-rp-mo-br100,Christopher D-M,a year ago,What a joke this place is. The staff in urology are lazy and rude and have no care for the patients quality of life while they are here. The odd nuse in the unit are good but over all there bed side manner sucks and care to make the patient …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVHlXEhlu8dUgeoEobCkznwadW0OPzjQEmj0irkaAYAQswzvvQ=w43-h43-p-rp-mo-br100,Em Lockhart,a year ago,They really seem overstaffed for the amount of patients that go in and out of the hospital. There's too many people bickering and talking in the main lobby that work there doing absolutely nothing (easy to see your monitors). Most of the …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVRY8C4_9YxKYRy5QmPk8K0yKHXK9F3gKT1ov1oj_KRgLpyE8Gj=w43-h43-p-rp-mo-ba4-br100,Pasang Sherpa,11 months ago,I just want to thank the team of Dr Sultanian for performing ERCP on me. I was in emergency and they handled me with care and explained all the details regarding the procedure. Thanks to him I still believe that Canada healthcare is in good hands. Shout out to the Division of Gastroenterology for smooth and prompt action.
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVrFsJ_80ZulUOlpTJU_ISxS9Sf6MZRDiPYqsUa5BHJxC71EmM=w43-h43-p-rp-mo-br100,Ainsley Seib,a year ago,"I went into the emergency yesterday and had really amazing care and support from the doctors and nurses. It was a long wait, but it is worth the wait due to the care I received. I would definitely go back if I needed."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJwOo5zZGg4wfV9btZQFiJJmaX6SVPNVzk8my_FJyetNDiWKSba=w43-h43-p-rp-mo-br100,Kristina Johnstone,a year ago,"13month old, barky cough, can barely breathe from so much mucus. Fever, whole body is on fire hot. Yet, we watched groups of older kids (playing, eating, laughing, looking nothing ill, I overheard (""they just have a itchy throat"") go ahead …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocILgvn55DpeT4Si1g2vgSYKfPRF13OzbqGECexzOlVRzB2-hQU=w43-h43-p-rp-mo-br100,Debbie Ann Knott,3 months ago,I have been waiting for too long it’s bad when the triage nurses treat you with out compassion
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocL41i2-9tDJx0RCB98bxF7UAy5kYh6p38GFfT8bjtXiOmQCtQ=w43-h43-p-rp-mo-br100,ALEX SIFFLEDEEN,a year ago,"Firstly, I was scheduled for an Angiogram CT .
As usual, I was apprehensive to say the least.
But From the wonderful reception I received at the CT -X-Ray Department, I felt …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIExpGMuio_E8O0v3S2xtfwFgkdCtm5b6fQjxN8ko8CCJbj8w=w43-h43-p-rp-mo-br100,Bob Beck,4 years ago,"I was admitted to the University Hospital for open heart surgery, where a heart valve and 4 bypasses were performed.  After the operation I was in the
intensive care unit for two days and on the 3rd day was sent back to the ward …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKXFdOkX3CVVcLRbVo7PWZ4PMKUWe13EB8e093PmfwVyVCmhg=w43-h43-p-rp-mo-br100,Carol Krieger,a year ago,My husband had a surgery on May 30/23 by Dr. O’Connell and spent a night in 31B. We cannot say enough how extremely happy we. were with all the Doctors and nurses with the care he received! Thank you from both of us! Daryl & Carol Krieger
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIYWg_bcrtKx_sRUteIorkXiTK5Ki6XLRC9vRgrm0jCCKU6fw=w43-h43-p-rp-mo-br100,vinod bhimraj,2 years ago,Unbelievable. Where do I begin? I have my brother in law in the intensive care unit on the fourth floor. This unit is an INTENSIVE CARE unit which means there needs to be at least one nurse for every 2-3 patients. The staffing problem is so …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKGEIMFCeI-vh9isE2QKWfNhKjbiBUMUTLRAtO1QnLT4HwxkA=w43-h43-p-rp-mo-br100,Sheena Vanterve,2 years ago,Rudest nurse in emergency! My father is a double lung recipient who has had nothing but problems as well as almost dying from hospital caught Covid shortly after his transplant. He has been going downhill and after talking to his transplant …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKTdLYm06OFkDkMDCFkxfJgqZpxk02m1sj5-63QWTQvVfYk5A=w43-h43-p-rp-mo-br100,Skylynn Martini,2 years ago,Never have I ever been in full fletched tears getting off the phone with the staff. My partner of 7 years has been in emergency now for 18 hours waiting. I have taken into consideration all the emergencies etc that have come in and it's …
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjW8m7XXav45WlitNfI4oakzuplscg5izv7Hm4A-P_Z60H74I78=w43-h43-p-rp-mo-br100,Marylow Prasaya,8 months ago,"I would like to say thank you so much to all the staff of University  Hospital - Unit 2 G1, Endoscopy, Colonoscopy Specialist Doctor Lillian Du for her excellent service.??"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJNDBaQfAm41udU2awtO0oM7kmacH2HMjR4y9WLY4PSBh3Fgw=w43-h43-p-rp-mo-br100,simon chandra,9 months ago,"Been waiting in q for 8 hours yesterday  and the front line staff told me the hospital is full can't take any other patients so I'll have to wait  around 6 more hours  ,,so I told them I'm leaving  than one of the front desk staff said come …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLiY--fufnTRZBIK0c1EZ9mV2yz0KzeTRVrudjJj7vsbDntiP4=w43-h43-p-rp-mo-br100,Kimberly Whale,a year ago,"This is a specific complaint, not general. My friend has had gallbladder attacks for two years and has been waiting for surgery on disability leave for that whole time. Her surgery was cancelled twice now and today it's being delayed again …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJ8tY7t4SfdmvxZZ862HN51jUifCxti1y4ARKYPpbHmQUsN=w43-h43-p-rp-mo-br100,Niki Beach,a year ago,"If your having a medical emergency you better start praying, because by the time a doctor in this hospital sees you, you'll most likely succumb to your ailment. The emergency wait times are astronomical, and no where near what they claim …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV3w01XraQK6_rOINiC1fQj-CWG_2QoueeOeCGOM79-JepZl_sI=w43-h43-p-rp-mo-ba2-br100,Carrie Livingston,2 years ago,"I am appalled at the negative comments I've seen posted here. I've been admitted to this hospital 21 times in the past 24 to 30 month's, my most recent stay was in September 6/21 to October 3rd/21 I was there for a month, my shortest stay …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLq8Zz8WsRiBDp1_rd5fl-xW9JpnxDf5FCQNWtRFelYI4RL8w=w43-h43-p-rp-mo-ba3-br100,Iris Mailhot,2 years ago,"Doctors in the Emergency Ward must have been picked from the bottom of the barrel for experience, compassion and just plain manners.  One doctor was trying EXTREMELY HARD for me to change my Goals of Care.  He definitely did not like the …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVJyxRz1fy3DuUULxK-9DtB5nHBm4wsKXSoFdDKd-CFm_mltfAt=w43-h43-p-rp-mo-ba2-br100,Paolo Bonto,2 years ago,"I have lost several things here  My first time.in May 2020, my new shoes went missing. I was very weak and drowsy during that time.
Second time, I lost my ear buds and I was told to hold on to it so I don't lose …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLhLRISkX7oJhcy_Bja0oSxaOlv8uPbNLA5Ke4wsj3Qu028zw=w43-h43-p-rp-mo-br100,christine kurian,a year ago,"The ER doc Shazma Mithani is the worst doctor ever. Very bad bedside manners. My son had a viral fever and she discharged him saying just to give him Tylenol/Ibuprofen every 6 hours, but did not even properly assess him. My son's condition …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWTkOyjjXnRxFiRAgIQsapMsvd-45LK39yiIXWgDEeGucOG8LmEBg=w43-h43-p-rp-mo-ba3-br100,Sreya (SC),4 years ago,"The Staff and Physicians are very helpful and caring. Contrary to the other comments, the people here at this hospital were friendly and took care of me compared to other hospitals in the city. I was taken care of right away and looked at. …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLejghPa2mRLHb7GqLG7lbMeY5CV81U0MO3AQSsRbVZaBT2cw=w43-h43-p-rp-mo-br100,Scott McRae,a year ago,I refused surgery 5 times and they would not allow me to go hwhome until now that there is nothing for me to go to not even my home the allowing me to get and this iwhat they ace calling a lite slit of a cut in my neck so passes not happy I will be sueing this proceeded that I flat out refused in first place
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLxdr_TojybkfgRZPf-RDqe8_zq8IRb_TwR-SkuH1XBuFUadg=w43-h43-p-rp-mo-ba3-br100,Katharine G.,11 months ago,"I had a procedure done today by nurse Edmund. He was competent, informative, friendly and respectful of my modesty. I was impressed with his knowledge and professionalism."
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocI690By5LvFUmPrQSnOmQAn2nxXiJHi3QDU0h9PkHRLzFBwCw=w43-h43-p-rp-mo-ba3-br100,A G,2 years ago,"My mother is dying.  Doctors and staff are trying to do nothing to help her. They said all they can do is make her comfortable, but are trying to give her as little pain medicating as possible.  My brother had to actually yell at them to do …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXS86epCfYr9C1TqYKLeeMh2-o4QB8B5daEXlQXRv7hn3kaVnHxNw=w43-h43-p-rp-mo-ba3-br100,eyaan roomi,a year ago,"waited 10 hours to be seen in emergency, could of taken an online medical course and fixed my own arm in that amount of time, when the doctor came it felt like I was at a celebrity meet and greet, my man signed some bloodwork papers and …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWz9y3qVB022XS-_LVs_ep7L3ID0OEneMbBEBScLQokrC8OPo81=w43-h43-p-rp-mo-ba3-br100,Jens Nielsen,2 years ago,"The staff do not look after their patients.  They sit there and talk and laugh while patients are dying.  They took a patient off all machines including IV, didn't let her drink or eat and watched her slowly die for 3 days.  That was what …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXkiPKqT9jcBdpR9-JQG6PB8pjS-g8LxEY0y_5R00pc1u4pdNI=w43-h43-p-rp-mo-br100,Michelle,a year ago,"Took my mom to an appt today and, when entering the hospital, was greeted by a staff member. Was asked to use sanitizer and was given a new mask. While I was spreading sanitizer, another staff member came by and just grabbed a mask and …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJHPA2-VTh1YJuOqQiNeA_8pmsbOsH3SaDPyo2teO47WnOhWg=w43-h43-p-rp-mo-br100,L M,2 years ago,"Was there for an mri the other day. Student checked me in, but when I tried to speak back she was more focused on the routine of questions than actually listening to me. She had problems selecting the right slides for the tech who was …"
"University of Alberta Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUbi9XfpYEdxXyNkY-SY5NPekACUoWXPZqJfcWDA3R80Ny4uagH=w43-h43-p-rp-mo-br100,Cass Bauer (SeeG),a year ago,"Great hospital. Spent a week here with for ERCP procedure, pancreatitis and gallbladder removal surgery. Was treated so good. Thanks amazing nurses, doctors and staff for the amazing care."
